age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
25,M,599,M,1,FALSE,8418 FS 20
25,M,708,M,1,FALSE,6758 GR 57
25,M,596,M,1,FALSE,2046 BX 33
25,M,827,M,1,FALSE,364 KA 84
25,M,184,M,1,FALSE,4170 AY 93
25,M,574,M,1,FALSE,7561 UG 70
25,M,488,M,1,FALSE,6944 ZS 81
25,M,194,M,1,FALSE,8409 NL 28
25,M,554,M,1,FALSE,52 QM 48
25,M,1377,M,1,FALSE,2834 XW 58
25,M,213,M,1,FALSE,8790 NE 54
25,M,195,M,1,FALSE,6036 ZU 34
25,M,500,M,1,FALSE,400 ON 17
25,M,244,M,1,FALSE,5743 WF 21
25,M,228,M,1,FALSE,9060 SH 19
25,M,410,M,1,FALSE,1451 CM 40
25,M,525,M,1,FALSE,9998 ZB 78
25,M,1274,M,1,FALSE,8000 AF 34
25,M,485,M,1,FALSE,3382 VW 57
25,M,187,M,1,FALSE,4227 IM 95
25,M,248,M,1,FALSE,4318 UK 16
25,M,456,M,1,FALSE,2810 XN 97
25,M,171,M,1,FALSE,3290 BA 63
25,M,1145,M,1,FALSE,6070 QX 72
25,M,971,M,1,FALSE,1420 EW 97
25,M,927,M,1,FALSE,3059 KL 64
25,M,579,M,1,FALSE,3980 PY 56
25,M,436,M,1,FALSE,697 KZ 82
25,M,997,M,1,FALSE,6745 BC 81
25,M,501,M,1,FALSE,9097 ZC 51
25,M,401,M,1,FALSE,9458 NU 12
25,M,424,M,1,FALSE,402 XH 75
25,M,524,M,1,FALSE,6406 OV 49
25,M,1200,M,1,FALSE,7489 LY 82
25,M,505,M,1,FALSE,3309 WC 16
25,M,1197,M,1,FALSE,2071 JT 75
25,M,785,M,1,FALSE,2793 DO 51
25,M,1058,M,1,FALSE,3201 PN 57
25,M,714,M,1,FALSE,2745 MS 19
25,M,1096,M,1,FALSE,1348 AA 77
25,M,868,M,1,FALSE,2848 LN 47
25,M,541,M,1,FALSE,6070 ZD 55
25,M,1103,M,1,FALSE,9764 YK 15
25,M,435,M,1,FALSE,5943 QY 41
25,M,795,M,1,FALSE,5720 WV 62
25,M,790,M,1,FALSE,7744 RG 89
25,M,203,M,1,FALSE,4249 LD 16
25,M,169,M,1,FALSE,4273 ME 42
25,M,405,M,1,FALSE,4072 RQ 83
25,M,536,M,1,FALSE,8352 OZ 83
25,M,194,M,1,FALSE,9243 TJ 92
25,M,496,M,1,FALSE,5902 BN 90
25,M,215,M,1,FALSE,2502 LO 44
25,M,910,M,1,FALSE,6688 SS 73
25,M,413,M,1,FALSE,458 UV 15
25,M,476,M,1,FALSE,5141 GU 66
25,M,182,M,1,FALSE,92 KK 28
25,M,201,M,1,FALSE,5543 AB 28
25,M,523,M,1,FALSE,2222 SI 74
25,M,1061,M,1,FALSE,2945 UG 72
25,M,817,M,1,FALSE,156 VM 60
25,M,1287,M,1,FALSE,3039 RX 87
25,M,1169,M,1,FALSE,4783 NA 66
25,M,516,M,1,FALSE,6141 KT 67
25,M,468,M,1,FALSE,4433 HA 63
25,M,211,M,1,FALSE,2051 DJ 60
25,M,159,M,1,FALSE,3811 IH 69
25,M,972,M,1,FALSE,8373 ZW 78
25,M,1254,M,1,FALSE,837 VF 64
25,M,583,M,1,FALSE,2485 JC 29
25,M,454,M,1,FALSE,1172 BA 76
25,M,883,M,1,FALSE,9385 JZ 51
25,M,507,M,1,FALSE,5055 XO 86
25,M,547,M,1,FALSE,8002 LD 90
25,M,157,M,1,FALSE,5304 EV 51
25,M,1282,M,1,FALSE,5395 ZV 13
25,M,752,M,1,FALSE,8139 GK 95
25,M,207,M,1,FALSE,6420 KJ 79
25,M,597,M,1,FALSE,4954 LH 33
25,M,1052,M,1,FALSE,251 RN 45
25,M,1371,M,1,FALSE,2278 ZB 71
25,M,201,M,1,FALSE,3045 CU 27
25,M,530,M,1,FALSE,3526 TD 73
25,M,524,M,1,FALSE,7797 NR 26
25,M,475,M,1,FALSE,8775 VK 39
25,M,208,M,1,FALSE,3737 CZ 73
25,M,436,M,1,FALSE,7051 TL 58
25,M,532,M,1,FALSE,1988 UT 93
25,M,185,M,1,FALSE,2545 YC 52
25,M,512,M,1,FALSE,9563 FT 81
25,M,450,M,1,FALSE,1147 IF 89
25,M,179,M,1,FALSE,5729 BS 45
25,M,521,M,1,FALSE,5814 UT 34
25,M,578,M,1,FALSE,4211 XS 53
25,M,901,M,1,FALSE,5948 DJ 98
25,M,537,M,1,FALSE,2425 HU 54
25,M,1306,M,1,FALSE,1591 VW 25
25,M,582,M,1,FALSE,168 NC 52
25,M,1015,M,1,FALSE,7579 JR 69
25,M,222,M,1,FALSE,95 RF 27
25,M,1195,M,1,FALSE,3568 VV 83
25,M,405,M,1,FALSE,9854 GW 59
25,M,509,M,1,FALSE,1414 SQ 96
25,M,555,M,1,FALSE,2629 UX 12
25,M,1068,M,1,FALSE,796 MM 59
25,M,806,M,1,FALSE,4505 IC 28
25,M,571,M,1,FALSE,9778 WD 98
25,M,559,M,1,FALSE,269 JG 47
25,M,464,M,1,FALSE,3594 IX 24
25,M,527,M,1,FALSE,7003 XD 13
25,M,519,M,1,FALSE,6675 RF 51
25,M,1194,M,1,FALSE,5347 BZ 16
25,M,158,M,1,FALSE,1549 IH 72
25,M,418,M,1,FALSE,5340 XA 61
25,M,568,M,1,FALSE,3444 PZ 49
25,M,1108,M,1,FALSE,395 GH 76
25,M,530,M,1,FALSE,8463 KK 15
25,M,422,M,1,FALSE,9423 JV 88
25,M,484,M,1,FALSE,9285 FQ 12
25,M,478,M,1,FALSE,813 UF 10
25,M,245,M,1,FALSE,8303 XB 86
25,M,239,M,1,FALSE,5604 AX 59
25,M,548,M,1,FALSE,3941 NZ 34
25,M,517,M,1,FALSE,6760 OM 29
25,M,572,M,1,FALSE,4899 HH 56
27,M,401,M,1,FALSE,3215 OE 65
27,M,551,M,1,FALSE,898 SF 16
27,M,499,M,1,FALSE,5466 EK 55
27,M,1159,M,1,FALSE,3172 NK 25
27,M,413,M,1,FALSE,5766 PL 17
27,M,1240,M,1,FALSE,1690 HX 72
27,M,415,M,1,FALSE,4746 VK 48
27,M,573,M,1,FALSE,5103 WQ 91
27,M,487,M,1,FALSE,1212 DT 21
27,M,494,M,1,FALSE,5500 JB 33
27,M,,M,1,FALSE,8560 II 85
27,M,416,M,1,FALSE,7735 JA 80
27,M,1397,M,1,FALSE,9763 UU 13
27,M,413,M,1,FALSE,4600 HL 78
27,M,415,M,1,FALSE,9196 AA 13
27,M,494,M,1,FALSE,3559 GY 45
27,M,553,M,1,FALSE,1298 HL 64
27,M,404,M,1,FALSE,2442 QD 66
27,M,195,M,1,FALSE,7380 FC 51
27,M,404,M,1,FALSE,300 FT 87
27,M,456,M,1,FALSE,2325 AA 88
27,M,482,M,1,FALSE,3371 TX 79
27,M,449,M,1,FALSE,1604 CL 86
27,M,553,M,1,FALSE,5451 RY 63
27,M,177,M,1,FALSE,3341 PG 28
27,M,592,M,1,FALSE,1432 RB 43
27,M,520,M,1,FALSE,6724 DJ 96
27,M,1356,M,1,FALSE,82 QD 60
27,M,414,M,1,FALSE,6892 GP 71
27,M,186,M,1,FALSE,8280 PP 32
27,M,518,M,1,FALSE,7739 UA 79
27,M,578,M,1,FALSE,908 JX 54
27,M,534,M,1,FALSE,3203 ZV 93
27,M,560,M,1,FALSE,7907 XV 52
27,M,966,M,1,FALSE,6567 MO 90
27,M,235,M,1,FALSE,685 TC 58
27,M,781,M,1,FALSE,8230 HG 22
27,M,1213,M,1,FALSE,4429 YF 58
27,M,553,M,1,FALSE,8896 AY 92
27,M,445,M,1,FALSE,4064 JJ 53
27,M,448,M,1,FALSE,3805 KG 71
27,M,598,M,1,FALSE,8997 HY 15
27,M,472,M,1,FALSE,4947 EY 44
27,M,1390,M,1,FALSE,6110 DT 81
27,M,502,M,1,FALSE,4339 AN 18
27,M,583,M,1,FALSE,167 IC 35
27,M,823,M,1,FALSE,6720 NS 52
27,M,592,M,1,FALSE,8923 HV 31
27,M,553,M,1,FALSE,2307 SO 55
27,M,425,M,1,FALSE,9129 WR 53
27,M,551,M,1,FALSE,7513 TU 73
27,M,908,M,1,FALSE,8547 LZ 31
27,M,544,M,1,FALSE,5930 GT 41
27,M,223,M,1,FALSE,4583 FI 70
27,M,412,M,1,FALSE,8680 VH 85
27,M,183,M,1,FALSE,2885 LY 67
27,M,193,M,1,FALSE,9333 CW 68
27,M,1089,M,1,FALSE,1834 PU 27
27,M,1185,M,1,FALSE,3052 TG 39
27,M,987,M,1,FALSE,2105 UE 80
27,M,538,M,1,FALSE,2115 XT 69
27,M,421,M,1,FALSE,5746 NT 70
27,M,221,M,1,FALSE,4047 IM 47
27,M,485,M,1,FALSE,7129 OM 98
27,M,1242,M,1,FALSE,4732 II 96
27,M,168,M,1,FALSE,3026 TS 60
27,M,448,M,1,FALSE,6494 NO 86
27,M,1101,M,1,FALSE,1781 YU 82
27,M,1244,M,1,FALSE,5305 NC 29
27,M,456,M,1,FALSE,5032 GL 69
27,M,1169,M,1,FALSE,2085 NL 63
27,M,230,M,1,FALSE,6177 MM 45
27,M,570,M,1,FALSE,6450 EI 14
27,M,488,M,1,FALSE,8589 MP 77
27,M,968,M,1,FALSE,5220 IX 86
27,M,511,M,1,FALSE,4601 EW 98
27,M,1063,M,1,FALSE,8602 TE 76
27,M,1024,M,1,FALSE,5369 QR 22
27,M,1160,M,1,FALSE,7033 VM 42
27,M,240,M,1,FALSE,7573 AQ 65
27,M,521,M,1,FALSE,1044 UL 47
27,M,530,M,1,FALSE,8708 RX 36
27,M,220,M,1,FALSE,6597 SF 84
27,M,213,M,1,FALSE,1568 PS 42
27,M,185,M,1,FALSE,1630 PU 37
27,M,777,M,1,FALSE,6722 XF 12
27,M,1023,M,1,FALSE,7089 KT 56
27,M,881,M,1,FALSE,6507 DS 73
27,M,1111,M,1,FALSE,4569 LX 14
27,M,831,M,1,FALSE,3100 MD 82
27,M,408,M,1,FALSE,8877 DM 70
27,M,197,M,1,FALSE,1004 GF 60
27,M,759,M,1,FALSE,744 OC 15
27,M,240,M,1,FALSE,225 YQ 35
27,M,749,M,1,FALSE,6449 EL 68
27,M,852,M,1,FALSE,580 FF 51
27,M,1189,M,1,FALSE,7386 PL 54
27,M,913,M,1,FALSE,5114 VU 90
27,M,918,M,1,FALSE,2598 VW 97
27,M,969,M,1,FALSE,1720 NI 74
27,M,794,M,1,FALSE,4681 EM 84
27,M,1209,M,1,FALSE,409 VV 18
27,M,1032,M,1,FALSE,9303 WZ 20
27,M,235,M,1,FALSE,5295 EV 59
27,M,1208,M,1,FALSE,9923 QO 46
27,M,1233,M,1,FALSE,7869 LW 15
27,M,542,M,1,FALSE,7973 VF 39
27,M,991,M,1,FALSE,8217 VE 76
27,M,431,M,1,FALSE,9215 KC 94
27,M,179,M,1,FALSE,4584 EO 18
27,M,1062,M,1,FALSE,1330 GH 79
27,M,218,M,1,FALSE,7768 CE 44
27,M,417,M,1,FALSE,9028 AH 74
27,M,482,M,1,FALSE,7881 OM 55
27,M,554,M,1,FALSE,5135 QS 27
27,M,516,M,1,FALSE,4763 YS 93
27,M,1314,M,1,FALSE,2459 HI 50
27,M,457,M,1,FALSE,4680 ED 10
27,M,532,M,1,FALSE,5998 BM 25
27,M,497,M,1,FALSE,2580 DU 68
27,M,417,M,1,FALSE,6026 WB 68
27,M,430,M,1,FALSE,6604 HL 33
27,M,214,M,1,FALSE,3719 IJ 78
27,M,408,M,1,FALSE,9587 NK 60
27,M,457,M,1,FALSE,7435 NR 45
27,M,585,M,1,FALSE,133 WY 52
27,M,1043,M,1,FALSE,2104 TD 34
27,M,227,M,1,FALSE,0 CO 17
27,M,496,M,1,FALSE,3246 LS 96
27,M,486,M,1,FALSE,2720 RL 41
27,M,548,M,1,FALSE,2565 XC 77
27,M,490,M,1,FALSE,1022 IM 49
27,M,597,M,1,FALSE,6291 RJ 72
27,M,1108,M,1,FALSE,8586 LF 77
27,M,582,M,1,FALSE,3275 MA 76
27,M,1113,M,1,FALSE,8943 AB 61
27,M,483,M,1,FALSE,7940 EY 51
27,M,539,M,1,FALSE,2514 GF 50
27,M,249,M,1,FALSE,6084 YN 36
27,M,990,M,1,FALSE,7665 CA 55
27,M,1098,M,1,FALSE,157 UC 63
27,M,208,M,1,FALSE,4186 UL 61
27,M,455,M,1,FALSE,8318 JU 45
27,M,406,M,1,FALSE,3068 ZT 80
27,M,831,M,1,FALSE,4696 ZQ 89
27,M,481,M,1,FALSE,6596 EP 69
27,M,513,M,1,FALSE,1308 HO 36
27,M,466,M,1,FALSE,1125 UZ 75
27,M,883,M,1,FALSE,7670 GF 67
27,M,404,M,1,FALSE,8051 KN 89
27,M,223,M,1,FALSE,860 RH 82
27,M,175,M,1,FALSE,1543 HI 56
27,M,555,M,1,FALSE,3420 SM 78
27,M,458,M,1,FALSE,2463 GA 92
27,M,,M,1,FALSE,3073 PC 21
27,M,1287,M,1,FALSE,9994 DE 84
27,M,1091,M,1,FALSE,4686 JW 24
27,M,504,M,1,FALSE,2545 OU 98
27,M,487,M,1,FALSE,1020 SW 93
27,M,192,M,1,FALSE,5365 LH 25
27,M,474,M,1,FALSE,4909 UP 23
27,M,1248,M,1,FALSE,3794 DW 21
27,M,418,M,1,FALSE,554 WG 32
27,M,178,M,1,FALSE,382 HX 93
27,M,417,M,1,FALSE,9301 UV 75
27,M,527,M,1,FALSE,2476 LC 77
27,M,212,M,1,FALSE,127 DU 20
27,M,959,M,1,FALSE,1043 YO 55
27,M,554,M,1,FALSE,3938 JM 30
27,M,404,M,1,FALSE,2199 RU 94
27,M,535,M,1,FALSE,1332 WE 15
27,M,886,M,1,FALSE,8599 VN 55
27,M,527,M,1,FALSE,9102 VF 18
27,M,454,M,1,FALSE,6341 QB 52
27,M,1284,M,1,FALSE,2613 IF 75
27,M,885,M,1,FALSE,3049 RZ 91
27,M,876,M,1,FALSE,124 EY 16
27,M,584,M,1,FALSE,9458 WX 68
27,M,1279,M,1,FALSE,8917 KN 18
27,M,223,M,1,FALSE,7860 LK 10
27,M,806,M,1,FALSE,5292 GI 23
27,M,545,M,1,FALSE,5157 NF 13
27,M,766,M,1,FALSE,1582 QF 69
27,M,1153,M,1,FALSE,8592 BK 78
27,M,541,M,1,FALSE,9719 TA 24
27,M,889,M,1,FALSE,8925 EW 59
27,M,522,M,1,FALSE,4302 PJ 91
27,M,161,M,1,FALSE,6096 ZB 81
27,M,201,M,1,FALSE,7961 PF 15
27,M,455,M,1,FALSE,5414 IG 19
27,M,533,M,1,FALSE,5691 MQ 30
27,M,761,M,1,FALSE,9273 MG 50
27,M,522,M,1,FALSE,3155 GH 16
27,M,1303,M,1,FALSE,7594 XU 91
27,M,509,M,1,FALSE,4313 ZA 74
27,M,567,M,1,FALSE,3057 WK 38
27,M,422,M,1,FALSE,6460 QF 35
27,M,549,M,1,FALSE,6065 VH 88
27,M,400,M,1,FALSE,5453 JQ 36
27,M,584,M,1,FALSE,3758 GJ 30
27,M,1014,M,1,FALSE,8390 ZO 72
27,M,405,M,1,FALSE,1855 SV 16
27,M,431,M,1,FALSE,9223 DC 72
27,M,544,M,1,FALSE,9158 QD 83
27,M,1274,M,1,FALSE,8862 HY 79
27,M,754,M,1,FALSE,2478 MY 98
27,M,543,M,1,FALSE,4199 PO 80
27,M,154,M,1,FALSE,3111 XD 84
27,M,497,M,1,FALSE,6736 EX 44
27,M,1134,M,1,FALSE,8691 ZY 50
27,M,164,M,1,FALSE,3176 CK 66
27,M,597,M,1,FALSE,8204 ZE 83
27,M,500,M,1,FALSE,5670 JO 35
27,M,458,M,1,FALSE,605 YL 53
27,M,548,M,1,FALSE,9578 BU 30
27,M,157,M,1,FALSE,4778 CV 53
27,M,939,M,1,FALSE,5954 JU 19
27,M,588,M,1,FALSE,1624 NN 47
27,M,504,M,1,FALSE,8642 CN 96
27,M,591,M,1,FALSE,4765 MG 17
27,M,521,M,1,FALSE,4517 SX 92
20,M,712,M,1,FALSE,5210 CD 76
20,M,542,M,1,FALSE,153 OL 24
20,M,418,M,1,FALSE,9257 DK 97
20,M,1154,M,1,FALSE,426 ZN 47
20,M,162,M,1,FALSE,789 XQ 37
20,M,519,M,1,FALSE,3669 RS 80
20,M,553,M,1,FALSE,4645 JS 63
20,M,885,M,1,FALSE,2406 FT 21
20,M,463,M,1,FALSE,5225 LW 78
20,M,1167,M,1,FALSE,4190 BI 15
20,M,197,M,1,FALSE,3370 SV 74
20,M,542,M,1,FALSE,2935 DZ 94
20,M,553,M,1,FALSE,4818 IL 52
20,M,216,M,1,FALSE,7908 BR 45
20,M,1155,M,1,FALSE,6867 CI 59
20,M,432,M,1,FALSE,2947 ZM 51
20,M,505,M,1,FALSE,908 ZT 91
20,M,778,M,1,FALSE,793 UC 80
20,M,814,M,1,FALSE,5830 NS 74
20,M,562,M,1,FALSE,1147 ZS 93
20,M,1109,M,1,FALSE,5586 NQ 95
20,M,491,M,1,FALSE,9462 AN 16
20,M,475,M,1,FALSE,7729 XT 34
20,M,439,M,1,FALSE,7382 IO 56
20,M,451,M,1,FALSE,986 KW 93
20,M,1024,M,1,FALSE,4741 DU 71
20,M,590,M,1,FALSE,2269 GN 47
20,M,473,M,1,FALSE,3459 QM 18
20,M,462,M,1,FALSE,6800 UQ 47
20,M,490,M,1,FALSE,1603 EW 26
20,M,460,M,1,FALSE,652 XQ 42
20,M,513,M,1,FALSE,8943 BZ 34
20,M,1185,M,1,FALSE,391 IB 31
20,M,1092,M,1,FALSE,5231 RS 16
20,M,1154,M,1,FALSE,1618 DA 66
20,M,483,M,1,FALSE,2625 LS 74
20,M,531,M,1,FALSE,6365 TX 41
20,M,224,M,1,FALSE,2596 GV 89
20,M,1349,M,1,FALSE,7176 BZ 50
20,M,575,M,1,FALSE,1604 YQ 35
20,M,488,M,1,FALSE,9352 JZ 57
20,M,166,M,1,FALSE,6766 DS 46
20,M,483,M,1,FALSE,4410 CO 81
20,M,1358,M,1,FALSE,4856 EH 67
20,M,1200,M,1,FALSE,3162 FN 80
20,M,934,M,1,FALSE,8561 YM 96
20,M,507,M,1,FALSE,2103 JS 80
20,M,544,M,1,FALSE,3829 VL 56
20,M,180,M,1,FALSE,4899 OK 59
20,M,419,M,1,FALSE,5456 SL 61
20,M,426,M,1,FALSE,8388 SB 34
20,M,532,M,1,FALSE,1039 KE 41
20,M,765,M,1,FALSE,8369 HR 69
20,M,528,M,1,FALSE,1814 FM 80
20,M,1312,M,1,FALSE,1033 VR 84
20,M,582,M,1,FALSE,7265 IF 74
20,M,1041,M,1,FALSE,8329 MX 78
20,M,1351,M,1,FALSE,5912 MC 84
20,M,423,M,1,FALSE,9002 RL 95
20,M,967,M,1,FALSE,2162 QG 67
20,M,451,M,1,FALSE,4143 CX 19
20,M,1045,M,1,FALSE,2214 HF 13
20,M,238,M,1,FALSE,9092 XB 87
20,M,1218,M,1,FALSE,5999 CV 90
20,M,488,M,1,FALSE,4173 TZ 59
20,M,413,M,1,FALSE,8688 RV 91
20,M,414,M,1,FALSE,6964 HV 94
20,M,430,M,1,FALSE,6665 TW 23
20,M,975,M,1,FALSE,5432 IX 11
20,M,1266,M,1,FALSE,631 OW 75
20,M,205,M,1,FALSE,4183 TJ 11
20,M,486,M,1,FALSE,8460 TW 41
20,M,210,M,1,FALSE,2651 PU 83
20,M,445,M,1,FALSE,1288 VB 19
20,M,417,M,1,FALSE,8590 ZR 15
20,M,558,M,1,FALSE,6913 XC 50
20,M,581,M,1,FALSE,4096 XL 36
20,M,450,M,1,FALSE,3586 EM 48
20,M,1300,M,1,FALSE,7342 QA 81
20,M,228,M,1,FALSE,5994 TE 12
20,M,1291,M,1,FALSE,2638 LX 49
20,M,565,M,1,FALSE,3108 XC 39
20,M,942,M,1,FALSE,3897 MA 59
20,M,527,M,1,FALSE,1881 XQ 47
20,M,538,M,1,FALSE,7988 TT 86
20,M,504,M,1,FALSE,5266 LG 78
20,M,594,M,1,FALSE,5032 TQ 69
20,M,1108,M,1,FALSE,4917 RK 67
20,M,514,M,1,FALSE,5770 OC 29
20,M,410,M,1,FALSE,1496 MD 69
20,M,1235,M,1,FALSE,7161 MA 83
20,M,537,M,1,FALSE,8264 DW 32
20,M,587,M,1,FALSE,3305 TZ 61
20,M,404,M,1,FALSE,777 ZP 56
20,M,539,M,1,FALSE,3685 BX 82
20,M,465,M,1,FALSE,3091 OV 53
20,M,1000,M,1,FALSE,1989 IL 50
20,M,400,M,1,FALSE,6392 RG 72
20,M,469,M,1,FALSE,2496 AD 82
20,M,977,M,1,FALSE,7341 VZ 87
20,M,562,M,1,FALSE,6693 NY 90
20,M,768,M,1,FALSE,2596 CP 18
20,M,447,M,1,FALSE,9441 AI 89
20,M,466,M,1,FALSE,3870 FU 60
20,M,171,M,1,FALSE,1959 AA 41
20,M,175,M,1,FALSE,2564 UU 58
20,M,560,M,1,FALSE,1348 NZ 78
20,M,540,M,1,FALSE,2720 YB 80
20,M,150,M,1,FALSE,8224 NS 24
20,M,473,M,1,FALSE,986 LK 79
20,M,212,M,1,FALSE,6921 JG 68
20,M,174,M,1,FALSE,5370 ST 16
20,M,554,M,1,FALSE,1283 FC 82
20,M,160,M,1,FALSE,4853 SP 37
20,M,736,M,1,FALSE,9474 NJ 90
20,M,159,M,1,FALSE,8827 GF 52
20,M,426,M,1,FALSE,2666 YK 68
20,M,181,M,1,FALSE,5986 OE 60
20,M,480,M,1,FALSE,5738 AY 84
20,M,1127,M,1,FALSE,5367 VE 44
20,M,426,M,1,FALSE,9147 VA 41
20,M,1259,M,1,FALSE,4757 XZ 80
20,M,1117,M,1,FALSE,268 VF 18
20,M,195,M,1,FALSE,4765 VB 53
20,M,220,M,1,FALSE,7505 FK 21
20,M,515,M,1,FALSE,4184 XV 18
20,M,1076,M,1,FALSE,220 BE 67
20,M,563,M,1,FALSE,8097 JS 39
20,M,223,M,1,FALSE,1629 QP 17
20,M,158,M,1,FALSE,2878 GD 73
20,M,548,M,1,FALSE,1714 XX 21
20,M,483,M,1,FALSE,1967 SG 60
20,M,506,M,1,FALSE,4536 UH 59
20,M,888,M,1,FALSE,290 IE 30
20,M,460,M,1,FALSE,3178 EX 36
20,M,1244,M,1,FALSE,1429 MZ 24
20,M,587,M,1,FALSE,683 WB 88
20,M,507,M,1,FALSE,1198 FW 18
20,M,192,M,1,FALSE,4153 VB 29
20,M,755,M,1,FALSE,9799 JK 80
20,M,562,M,1,FALSE,9364 CJ 79
20,M,596,M,1,FALSE,8785 LY 69
20,M,560,M,1,FALSE,5601 TI 44
20,M,212,M,1,FALSE,8054 MM 33
20,M,746,M,1,FALSE,1445 DF 15
20,M,176,M,1,FALSE,6369 BZ 66
20,M,212,M,1,FALSE,1782 TL 48
20,M,585,M,1,FALSE,1136 BD 17
20,M,863,M,1,FALSE,362 VH 14
20,M,758,M,1,FALSE,422 HA 45
20,M,572,M,1,FALSE,3646 XN 29
20,M,245,M,1,FALSE,5875 ZQ 43
